Bobby,3,10,0,1299.58,1516.1,-10.11,6.55,0,0,1,2019
Dave,5,8,0,1457.24,1464.96,2.02,2.61,0,0,1,2019
Eric,,,,,,,,,,0,2019
Jack,3,10,0,1341.1,1555.46,-6.91,9.58,0,0,1,2019
Joe,10,3,0,1538.96,1338.1,8.31,-7.14,1,0,1,2019
Kenley,4,9,0,1297.42,1511.76,-10.27,6.21,0,0,1,2019
Kiri,11,2,0,1464.4,1171.62,2.57,-19.95,1,1,1,2019
Mike,8,5,0,1377.02,1427.2,-4.15,-0.29,1,0,1,2019
Ollie,6,7,0,1388.8,1447.12,-3.24,1.24,1,0,1,2019
TJ,,,,,,,,,,0,2019
Andy,8,5,,1577.8,1476.28,12.29,4.48,1,0,1,2020
Ben,2,11,,1098.46,1418.6,-24.58,0.05,0,0,1,2020
Bobby,7,6,,1464.58,1359.5,3.58,-4.50,1,0,1,2020
Dave,8,5,,1565.2,1387.82,11.32,-2.32,1,0,1,2020
Eric,,,,,,,,,,0,2020
Jack,10,3,,1618.22,1310.76,15.40,-8.25,1,1,1,2020
Joe,8,5,,1505.44,1421.34,6.73,0.26,1,0,1,2020
Kenley,5,8,,1261.1,1356.4,-12.07,-4.74,0,0,1,2020
Kiri,6,7,,1247.48,1484.14,-13.12,5.09,0,0,1,2020
Mike,5,8,,1374.98,1443.58,-3.31,1.97,0,0,1,2020
Ollie,6,7,,1466.62,1521.46,3.74,7.96,1,0,1,2020
TJ,,,,,,,,,,0,2020
Andy,9,5,,1491.72,1367.32,-3.55,-12.43,1,0,1,2021
Ben,9,5,,1692.5,1580.9,10.79,2.82,1,1,1,2021
Bobby,7,7,,1625.02,1606.1,5.97,4.62,1,0,1,2021
Dave,7,7,,1506.12,1565.46,-2.52,1.72,1,0,1,2021
Eric,,,,,,,,,,0,2021
Jack,6,8,,1553.24,1552.84,0.85,0.82,0,0,1,2021
Joe,8,6,,1577.16,1494.72,2.56,-3.33,1,0,1,2021
Kenley,4,10,,1433.16,1478.8,-7.73,-4.47,0,0,1,2021
Kiri,8,6,,1437.58,1548.38,-7.41,0.50,1,0,1,2021
Mike,6,8,,1531.94,1612.26,-0.67,5.06,0,0,1,2021
Ollie,6,8,,1565.42,1607.08,1.72,4.69,0,0,1,2021
TJ,,,,,,,,,,0,2021
Andy,8,6,,1572.16,1462.54,2.49,-5.34,1,1,1,2022
Ben,8,6,,1567.7,1517.76,2.17,-1.40,1,0,1,2022
Bobby,8,6,,1462.66,1567.46,-5.34,2.15,1,0,1,2022
Dave,5,9,,1336.86,1505.3,-14.32,-2.29,0,0,1,2022
Eric,,,,,,,,,,0,2022
Jack,5,9,,1458.34,1576.2,-5.64,2.77,0,0,1,2022
Joe,8,6,,1675.72,1551.12,9.88,0.98,1,0,1,2022
Kenley,8,6,,1625.8,1508.88,6.32,-2.03,1,0,1,2022
Kiri,5,9,,1399.22,1642.99,-9.87,7.54,0,0,1,2022
Mike,5,9,,1499.8,1534.3,-2.68,-0.22,0,0,1,2022
Ollie,10,4,,1775.38,1507.08,17.00,-2.16,1,0,1,2022
TJ,,,,,,,,,,0,2022
Andy,11,3,,1767.12,1526.66,18.99,1.82,1,0,1,2023
Ben,7,7,,1416.44,1506.94,-6.05,0.41,0,0,1,2023
Bobby,2,12,,1320.4,1672.64,-12.91,12.25,0,0,1,2023
Dave,7,7,,1453.4,1490.62,-3.41,-0.75,1,0,1,2023
Eric,,,,,,,,,,0,2023
Jack,8,6,,1599.68,1346.04,7.03,-11.08,1,0,1,2023
Joe,10,4,,1609.62,1314.24,7.74,-13.35,1,0,1,2023
Kenley,6,8,,1419.74,1655.84,-5.82,11.05,0,0,1,2023
Kiri,5,9,,1393.24,1533.26,-7.71,2.29,0,0,1,2023
Mike,7,7,,1500.32,1478.7,-0.06,-1.60,1,1,1,2023
Ollie,7,7,,1531.96,1486.7,2.20,-1.03,1,0,1,2023
TJ,,,,,,,,,,0,2023
Andy,7,7,,1539.18,1508.7,-0.71,-2.89,1,0,1,2024
Ben,8,6,,1583.28,1477.6,2.44,-5.11,1,0,1,2024
Bobby,4,10,,1410.36,1601.94,-9.91,3.77,0,0,1,2024
Dave,10,4,,1621.88,1562.86,5.20,0.98,1,0,1,2024
Eric,,,,,,,,,,0,2024
Jack,4,10,,1516.64,1684.84,-2.32,9.70,0,0,1,2024
Joe,12,2,,1802.94,1444.8,18.13,-7.45,1,1,1,2024
Kenley,5,9,,1586.72,1657.02,2.69,7.71,0,0,1,2024
Kiri,8,6,,1496.16,1436.68,-3.78,-8.03,1,0,1,2024
Mike,5,9,,1399.48,1583.02,-10.69,2.42,0,0,1,2024
Ollie,7,7,,1534.36,1533.54,-1.05,-1.11,1,0,1,2024
TJ,,,,,,,,,,0,2024
